ID,PRODUTO,CATEGORIA PRODUTO,QTDE,VALOR,DESCONTO,TOTAL,LOJA,VENDEDOR,CLIENTE,SEXO,ESTADO CIVIL,DATA,PERIODO,MES
11256,X,LP,2,258,0.03,500.52,TRDR,XDGMZ,IHSWYZ NVBOBULD,a,-,2019-07-27,2019-07,7
11257,C,JO,1,288,0.03,279.36,QCJG,PJRFH,ODIZHA ULMCNTAB,-,-,2019-09-07,2019-09,9
11258,R,YJ,1,258,0.04,247.68,JIJE,GDMLX,QVURRH CGANFOFP,f,-,2019-12-01,2019-12,12
11259,Z,DU,4,174,0.03,675.12,PTYS,PQJDB,OHULKM TNPHYVIQ,a,c,2019-07-26,2019-07,7
11260,O,PA,9,230,0.02,2028.6,DVNK,VLZDX,AFVIZQ YZKIQARP,f,-,2019-10-07,2019-10,10
11261,J,JM,7,222,0.01,1538.46,UQFA,ANJJF,TOSWMN JOAWORTQ,-,c,2019-02-11,2019-02,2
11262,D,YK,4,188,0.01,744.48,PHEB,OOBXH,JNJYKG YXIIYBGA,a,d,2019-07-02,2019-07,7
11263,Y,YB,2,269,0.04,516.48,CXRI,NUNYH,AJJQNP CDGZRJNP,m,d,2019-07-03,2019-07,7
11264,J,NH,6,208,0.04,1198.08,AWEN,JQTZK,FBBFXJ JTOJOKPW,a,s,2019-12-07,2019-12,12
11265,Z,FX,9,201,0.02,1772.82,KXOD,DENTM,OYRLEU HPSVUVMT,f,c,2019-05-10,2019-05,5
11266,G,YX,3,191,0.0,573.0,UUDX,GSFTT,FKDVOJ ZWPUVBBP,m,-,2019-01-15,2019-01,1
11267,D,ZP,8,227,0.03,1761.52,IZLA,SUSYG,NGADLC TSGZFHUE,a,-,2019-01-11,2019-01,1
11268,S,EI,8,288,0.03,2234.88,YBSA,HFOMY,QCPVRZ HNKLLENR,-,d,2019-05-15,2019-05,5
11269,H,LP,6,289,0.02,1699.32,NYKL,JBLEQ,NUGBXP SGKZZOEU,f,d,2019-03-09,2019-03,3
11270,J,MJ,6,196,0.0,1176.0,GWRU,FWBRJ,RSILVY LESTTTCD,a,-,2019-12-31,2019-12,12
11271,Q,UX,2,207,0.04,397.44,BFIL,JJBZO,VEPIRB LTLHZTDB,m,s,2019-02-24,2019-02,2
11272,K,YD,4,276,0.0,1104.0,MMTV,NBCTV,WCJIYF EYLMPRSW,f,c,2019-01-26,2019-01,1
11273,H,VM,9,185,0.02,1631.7,IYFM,FKJNK,ZSFBVZ YLCDABFI,f,-,2019-11-24,2019-11,11
11274,G,JK,9,175,0.04,1512.0,QRHR,ZTSDK,HLUSCG FNDFWUMF,-,c,2019-01-26,2019-01,1
11275,Z,US,5,243,0.04,1166.4,FOCQ,DHAND,MYIHWG FWPURWBZ,m,-,2019-10-26,2019-10,10
11276,M,SW,9,165,0.01,1470.15,HRPF,XEAIK,OSRCRG OASOUXXL,a,c,2019-12-28,2019-12,12
11277,U,ZF,4,232,0.04,890.88,FSWI,QCJFF,ZLUTFV ETZLTOSK,a,c,2019-12-10,2019-12,12
11278,J,DI,1,291,0.04,279.36,IPZP,ENWAJ,JGBZTI LOOYXBAN,f,-,2019-11-09,2019-11,11
11279,N,GA,7,162,0.01,1122.66,LZBC,PPFAK,AAJKST HFWRQKTJ,f,c,2019-03-07,2019-03,3
11280,G,AX,6,223,0.02,1311.24,WMOX,AUZRS,ATTDKZ UUMVHGWO,-,-,2019-01-22,2019-01,1
11281,L,HL,7,277,0.02,1900.22,CWEH,CXALM,ETZWFG XWJHEDBK,f,-,2019-10-31,2019-10,10
11282,W,WM,6,284,0.04,1635.84,UQPE,OTMUW,OMPGMG KHSPDUYU,f,d,2019-10-02,2019-10,10
11283,E,MO,1,166,0.0,166.0,OMTQ,TOTSM,LMEJGU GFQXSWGL,m,d,2019-05-12,2019-05,5
11284,W,DW,5,204,0.04,979.2,VJUV,QKPUK,GKQHGL FKQCXFAK,-,c,2019-11-29,2019-11,11
11285,F,YX,9,224,0.01,1995.84,RGDQ,LRAGM,QVMNNB AOPSHCEH,a,s,2019-10-02,2019-10,10
11286,B,VG,2,232,0.0,464.0,FTFC,DEQPU,XUWNPH SALPTLXS,-,c,2019-08-18,2019-08,8
11287,N,PW,9,200,0.04,1728.0,NZOI,GJQNW,CKHLQM ZAPFSKCP,-,-,2019-07-18,2019-07,7
11288,V,WS,4,280,0.0,1120.0,ROAX,AXZQL,KGYMTZ IXXXBUQH,m,s,2019-01-31,2019-01,1
11289,N,JT,1,167,0.04,160.32,WDOG,JIWHS,AHASHU EOJGJARK,f,c,2019-10-25,2019-10,10
11290,W,FT,7,208,0.04,1397.76,YNIH,PPKZF,NPYHGD RAGVPRDP,f,c,2019-11-16,2019-11,11
11291,D,NI,8,172,0.04,1320.96,YQHQ,RJRFK,OEYCPA OCBRRLWH,m,c,2019-03-26,2019-03,3
11292,I,MA,6,240,0.02,1411.2,VNKZ,LDMQF,ULYURC ZKRJCVWL,-,d,2019-11-28,2019-11,11
11293,B,UA,2,204,0.03,395.76,ENSZ,BMLBG,ITDYQI KKUSLTQA,a,c,2019-03-05,2019-03,3
11294,Z,HI,3,172,0.03,500.52,ECVO,SZRFM,ZANDDW QYHYWINB,-,-,2019-08-30,2019-08,8
11295,S,VD,5,291,0.04,1396.8,BTGG,IAWJK,UEXYVM OQWZCINB,a,-,2019-10-28,2019-10,10
11296,S,FS,6,263,0.01,1562.22,VLGV,SCURB,EEXWWV EBRNIRSV,-,c,2019-11-29,2019-11,11
11297,E,SY,6,249,0.02,1464.12,ATUR,TGMHL,QTJUOZ YJYWZVOZ,a,d,2019-03-29,2019-03,3
11298,D,BN,5,176,0.04,844.8,INWM,QYBVT,NNTNES BMEXTVDS,-,c,2019-05-11,2019-05,5
11299,N,UR,6,151,0.03,878.82,FBUL,YGMVM,TXSQSG KOKNXWLK,a,-,2019-07-06,2019-07,7
11300,K,UD,2,219,0.04,420.48,NNQC,URXVD,RCPVVP DIAVPCYM,f,s,2019-10-25,2019-10,10
11301,X,RC,5,236,0.03,1144.6,FERO,CFIMB,DAFKIL WTKGVWOU,f,s,2019-12-01,2019-12,12
11302,F,FU,7,291,0.03,1975.89,CORW,MQDRY,PUJTDV ANQWYIXS,-,s,2019-04-10,2019-04,4
11303,H,BW,6,182,0.02,1070.16,ERGV,TDCGV,QKEJHG FQZLOASX,-,s,2019-09-23,2019-09,9
11304,B,FW,4,178,0.02,697.76,XYHG,DSYXS,OGXDHO KVJXRFFG,m,-,2019-09-29,2019-09,9
11305,K,VN,8,224,0.0,1792.0,GHRT,WIDYP,JZBDEZ OIAFEVWK,m,c,2019-03-23,2019-03,3
11306,F,XG,3,194,0.02,570.36,ZFNR,LAXFK,YXKQOZ GCVDXZIC,m,d,2019-12-31,2019-12,12
11307,L,VC,9,283,0.03,2470.59,JWYY,NBPHU,RJXILS KBTBGAPP,f,c,2019-10-17,2019-10,10
11308,K,EJ,6,220,0.03,1280.4,RWBQ,LIECT,MJGOWN XIKXZKHU,m,s,2019-11-19,2019-11,11
11309,B,OE,9,227,0.02,2002.14,LFTR,DNGYX,XVZJLG GXFZSRFP,-,s,2019-01-27,2019-01,1
11310,F,QD,4,234,0.04,898.56,RHGQ,JFOME,JNNCCW VRDDBCDX,m,d,2019-10-01,2019-10,10
11311,V,NN,3,294,0.0,882.0,XQTG,PGZKH,FAGVYC PSGASIAB,-,-,2019-11-30,2019-11,11
11312,Y,DJ,6,166,0.01,986.04,JTEZ,CYINQ,AMFNNP YUSVEJJN,-,c,2019-01-16,2019-01,1
11313,C,GJ,4,260,0.01,1029.6,LPYH,KSKZG,QEOGPD FULDJEHE,f,c,2019-10-08,2019-10,10
11314,I,UB,3,152,0.0,456.0,VMEQ,PGWYF,YQQLER FUIJNAGA,f,c,2019-04-05,2019-04,4
11315,B,IX,4,264,0.01,1045.44,IBMJ,OLTUO,AXUQNL MYYCFRVP,f,c,2019-12-16,2019-12,12
11316,K,AA,9,162,0.0,1458.0,OUCK,MUXCV,GRMVZN GNRQSGXH,-,s,2019-04-11,2019-04,4
11317,W,JQ,2,196,0.02,384.16,WQYN,OROVI,ARQBSK GWIIEFOA,m,c,2019-12-02,2019-12,12
11318,W,PR,2,255,0.01,504.9,GVUF,AZKPI,SMDZEM ZTJJGNUZ,f,c,2019-05-24,2019-05,5
11319,J,FM,4,169,0.03,655.72,TEOP,CMTTB,TWHWAB JDLNCDVU,m,c,2019-07-28,2019-07,7
11320,A,EB,4,184,0.0,736.0,ESUW,EQNVU,VUGFHN IKGPFZGB,-,-,2019-04-07,2019-04,4
11321,X,CF,3,243,0.0,729.0,AUIA,RAFNC,MGKING IXBXPSOD,-,d,2019-12-02,2019-12,12
11322,J,WE,8,299,0.01,2368.08,FTLA,CVRNJ,ILRCDD NKHLCUWO,f,-,2019-12-15,2019-12,12
11323,K,UI,5,154,0.02,754.6,PTIO,YCIKM,MZWWEU FBLNQYCL,m,d,2019-09-17,2019-09,9
11324,E,DB,2,242,0.01,479.16,GGHO,NMIGX,MXZXFC COFRBHVR,a,d,2019-12-08,2019-12,12
11325,F,DG,2,285,0.0,570.0,AXKB,FBRFU,PCELJV WJYAPPGB,f,c,2019-06-23,2019-06,6
11326,T,DU,6,224,0.02,1317.12,LZCE,XLEVA,TOUAGK EJMOQCOS,-,c,2019-08-26,2019-08,8
11327,K,YV,8,281,0.02,2203.04,HAQM,RAKIM,NQOWVM TFXJMIYO,a,c,2019-03-11,2019-03,3
11328,V,ID,2,223,0.0,446.0,LNFD,BFODW,HHYNWK JZDBLLAQ,m,c,2019-09-10,2019-09,9
11329,G,ZL,8,185,0.03,1435.6,GIOS,NLBHA,CQKOMT ADBTAWWS,a,s,2019-11-29,2019-11,11
11330,N,CL,7,228,0.02,1564.08,IAPA,AQRUU,VTDXLD WNBGHROI,m,c,2019-04-04,2019-04,4
11331,L,TQ,1,181,0.02,177.38,RGRL,GOMZC,PGSHFA RMDANJAT,-,s,2019-04-30,2019-04,4
11332,V,WI,7,229,0.0,1603.0,OOSG,HTORJ,REHMTF VWGDECPQ,m,-,2019-11-21,2019-11,11
11333,N,EC,5,262,0.0,1310.0,KICQ,XODWY,WUFOSW NXOMDRRZ,-,s,2019-08-06,2019-08,8
11334,I,AF,2,178,0.02,348.88,XPLZ,YBXZZ,QCUQTK RYPYYHVT,f,c,2019-03-05,2019-03,3
11335,B,NK,3,199,0.03,579.09,CMEU,NQXIO,PUIXYK YRCXXSDS,a,s,2019-06-08,2019-06,6
11336,D,YP,2,287,0.0,574.0,GBSY,DCEJN,CIQXXJ POCOSQXC,m,d,2019-12-03,2019-12,12
11337,Y,QE,5,196,0.04,940.8,WMDR,LWQCC,ILXIBL GSWVUUSK,f,s,2019-09-19,2019-09,9
11338,C,NK,6,186,0.03,1082.52,IEFU,KCANR,BFSEAO UJUSDKWF,m,s,2019-04-24,2019-04,4
11339,A,OL,2,155,0.01,306.9,PBKE,ALZWW,OSOFWF WXLLDHFT,m,d,2019-03-04,2019-03,3
11340,T,IE,3,268,0.0,804.0,AXOT,QOTZZ,DYIYQM XVYSYPMW,-,-,2019-04-01,2019-04,4
11341,R,BR,6,288,0.03,1676.16,RAZA,JMOZJ,KIWWFE NYUNPONV,-,s,2019-10-22,2019-10,10
11342,X,MX,2,298,0.0,596.0,CGMN,BVVIM,OPGTAR QDXQLJLF,a,-,2019-07-09,2019-07,7
11343,T,AU,4,286,0.02,1121.12,OBGA,XGYEI,VLOXXV BOCJFRRB,f,d,2019-07-24,2019-07,7
11344,G,MU,5,239,0.04,1147.2,HKSV,XMBIM,AYDWPL VFROZPGK,-,d,2019-01-30,2019-01,1
11345,V,UF,1,216,0.01,213.84,ZEFW,JYCZG,ONVCJU AFPPXIKV,a,c,2019-10-29,2019-10,10
11346,F,XG,2,276,0.0,552.0,BRHT,RDUXP,MUVUCL WGSMDNVX,f,s,2019-06-30,2019-06,6
11347,H,ES,2,180,0.0,360.0,OCHV,PTZVY,ALEAQU BBVWDLTI,f,-,2019-03-29,2019-03,3
11348,X,DA,6,238,0.04,1370.88,LUEQ,BUQND,GROWOJ TQLWQTLM,m,s,2019-11-12,2019-11,11
11349,N,ON,4,153,0.03,593.64,RJOJ,CXJCU,ETXRTU DXOJMMQD,m,d,2019-01-24,2019-01,1
11350,D,GT,8,240,0.0,1920.0,KOBR,CTDJI,GIXDWK XPLHHGMU,f,-,2019-05-03,2019-05,5
11351,Q,LT,9,151,0.02,1331.82,ADVQ,YRTZF,DTNSID VWTBAAHW,m,d,2019-04-30,2019-04,4
11352,M,FU,4,265,0.01,1049.4,MWXH,BZBOJ,YZIDZQ WSWMUCGO,m,-,2019-05-20,2019-05,5
11353,N,SH,7,246,0.03,1670.34,KMRL,PLWCM,MGZTCH SPYAEXZH,-,c,2019-04-13,2019-04,4
11354,O,LX,2,231,0.01,457.38,NQTB,PKWTZ,RBPMEZ FEFYHIEQ,m,s,2019-11-30,2019-11,11
11355,S,WR,2,217,0.0,434.0,YTKN,FNBNH,DUKGZI UZOPMNQL,a,d,2019-04-15,2019-04,4
11356,L,TL,3,178,0.02,523.32,BOPP,BXJQU,XWALXC CMSOCMAL,f,d,2019-10-23,2019-10,10
11357,D,PU,1,196,0.0,196.0,AEJO,BBXUT,ALGUGK CMEXSUVK,-,c,2019-12-11,2019-12,12
11358,G,JW,5,194,0.01,960.3,HUXX,AOEWV,PBXHSS PIZRQASD,-,s,2019-12-29,2019-12,12
11359,V,QH,3,230,0.04,662.4,YCTY,NRBCX,WPBFGJ AQUVLLCY,a,s,2019-03-09,2019-03,3
11360,L,UX,9,212,0.01,1888.92,VPJB,PEZNG,ZOJSFK TIITOLQR,-,s,2019-09-12,2019-09,9
11361,P,JJ,4,159,0.02,623.28,FZXE,XRAIR,PJVMOJ RVTFKSJN,a,c,2019-04-11,2019-04,4
11362,L,MU,4,290,0.01,1148.4,UXPL,PWQKD,SAYHWE SIAAXIKW,-,s,2019-07-23,2019-07,7
11363,I,JL,4,229,0.04,879.36,PMDB,GJBCA,CZIMTZ OPGETNHX,-,s,2019-05-24,2019-05,5
11364,W,VM,5,286,0.0,1430.0,DKSS,JWLST,JHMFRO OISTIPKJ,-,s,2019-07-26,2019-07,7
11365,Q,UV,3,197,0.03,573.27,XKUL,ZATOK,QSGGQQ UAHRZTBT,-,s,2019-10-05,2019-10,10
11366,T,CA,3,247,0.02,726.18,OSDJ,NIZIC,RZSNVI ONUXEWWL,a,d,2019-02-04,2019-02,2
11367,R,KZ,8,195,0.0,1560.0,VJJX,BOROO,FRDSFR QFRGAWON,f,d,2019-11-04,2019-11,11
11368,Y,OO,2,280,0.04,537.6,EGQI,VEXFT,PVBHLY RADOAEWK,m,-,2019-01-27,2019-01,1
11369,N,JH,3,284,0.0,852.0,SMXR,ILRXQ,YGXCCO ZFNWFLQP,m,-,2019-06-03,2019-06,6
11370,E,JJ,6,168,0.0,1008.0,GLRP,CUAMJ,NRJTEL JZCHPZAS,a,d,2019-01-12,2019-01,1
11371,T,SQ,2,198,0.04,380.16,RPHN,CEXKA,DHZSFQ IREXAONQ,m,c,2019-11-16,2019-11,11
11372,A,MK,4,230,0.0,920.0,QONN,RQYRC,JGYOWA SJMTONNT,a,d,2019-03-16,2019-03,3
11373,G,QL,5,222,0.02,1087.8,NJJV,KCXEN,SEMBRF GLYBSIWR,f,s,2019-05-05,2019-05,5
11374,O,VW,5,295,0.04,1416.0,DINN,DYCXD,CGNORI HTAYBOSX,m,c,2019-10-23,2019-10,10
11375,G,TA,6,187,0.03,1088.34,ESKP,HAHZM,FFKGZW ITWHUFRY,a,-,2019-11-21,2019-11,11
11376,A,CO,3,253,0.02,743.82,CSXM,OQAYZ,ZRXMFK HKKPFCYA,f,s,2019-03-13,2019-03,3
11377,N,ZZ,8,198,0.0,1584.0,RMIZ,LAGGE,LUFCUU EIDJFATF,-,s,2019-05-06,2019-05,5
11378,F,SG,9,230,0.01,2049.3,VPZF,ODRIE,GZWPZK CHDCOQZV,-,c,2019-04-22,2019-04,4
11379,T,NM,8,174,0.04,1336.32,ZMCK,JELNJ,HLQUSN LOESGBLT,a,-,2019-06-11,2019-06,6
11380,L,TE,5,199,0.03,965.15,KSWE,FNLPE,OFVXGX BDOTKDYQ,f,-,2019-06-03,2019-06,6
11381,N,OE,3,249,0.03,724.59,KXVI,DLVFM,NSMIFX VQQNGFWN,a,-,2019-02-14,2019-02,2
11382,Y,VC,3,293,0.02,861.42,YJQL,RGZVU,UNQLSX CJBGTBNQ,a,d,2019-08-27,2019-08,8
11383,G,JG,7,297,0.0,2079.0,GNLI,SHGUL,BMHWQW MBPQSTMH,f,d,2019-11-27,2019-11,11
11384,Z,PT,2,240,0.04,460.8,INRP,ARGRS,KNWOCD MFTXAEBR,-,c,2019-03-27,2019-03,3
11385,T,OT,4,239,0.01,946.44,YKUL,EUMYV,BLKAMK QYRGEXTB,f,s,2019-09-13,2019-09,9
11386,A,GT,7,265,0.0,1855.0,BPBB,IVEHY,ZRHTUZ WDKDXTJA,m,-,2019-06-18,2019-06,6
11387,N,DF,5,164,0.03,795.4,TKXV,ZNKWB,AQNHYP SQPHYNEI,f,d,2019-01-04,2019-01,1
11388,Q,WA,4,241,0.02,944.72,GALU,GGMMR,FGXIRL YFPQAUWL,m,d,2019-08-07,2019-08,8
11389,G,GI,8,247,0.01,1956.24,KMMY,VVLEF,TQNHUM QSKRYXWU,-,s,2019-10-12,2019-10,10
11390,B,DR,9,227,0.03,1981.71,QYIC,XSPLM,ZYZEWV HHSDOGNU,m,c,2019-12-28,2019-12,12
11391,Q,MR,5,178,0.04,854.4,YHPA,KOEKZ,VLIQOI MHRSUCCU,a,c,2019-10-22,2019-10,10
11392,B,KH,3,265,0.0,795.0,FQTC,RLPFU,VCJUGJ VAUOZWSD,m,-,2019-11-11,2019-11,11
11393,T,JD,7,259,0.02,1776.74,GRIK,ECXUZ,MWUGEU VMWIHPKT,a,s,2019-05-17,2019-05,5
11394,P,CU,9,276,0.03,2409.48,MXDB,ZMUFQ,GQLDAD BWANLXKS,-,-,2019-02-16,2019-02,2
11395,A,SC,2,217,0.03,420.98,HIHZ,YYGQY,VTNXGJ OBQNLIJE,-,d,2019-08-06,2019-08,8
11396,K,LX,8,244,0.04,1873.92,FRZW,AJNHB,DLMBLG PMNKOIST,a,s,2019-05-29,2019-05,5
11397,N,LA,6,275,0.02,1617.0,TXJT,NWFOU,LWKSCG OZXYUWNQ,-,s,2019-04-20,2019-04,4
11398,X,LX,2,225,0.01,445.5,XGJS,XNQSM,SAOOKD TYVEYPHE,f,s,2019-09-29,2019-09,9
11399,J,CF,2,272,0.04,522.24,DMQW,TAQWP,IIXGBE JOWDIUKC,a,s,2019-10-28,2019-10,10
11400,H,QI,4,201,0.03,779.88,LBBS,ZZSRM,VVNEZK KIROOYTO,-,c,2019-09-18,2019-09,9
11401,K,LJ,6,290,0.03,1687.8,EXMI,JGSUI,YZARLH DZOVMJXV,f,s,2019-06-10,2019-06,6
11402,J,KU,9,164,0.03,1431.72,UZET,SMXXA,YYEZMZ GUNGNMEB,m,s,2019-11-14,2019-11,11
11403,O,GE,8,198,0.01,1568.16,THOE,FTGUM,XZXTXJ QODHLFPT,f,s,2019-05-09,2019-05,5
11404,Y,WT,7,298,0.0,2086.0,OLDX,YCLPU,YTCXIK LSHLLLFX,a,c,2019-09-09,2019-09,9
11405,Q,IH,2,222,0.0,444.0,UMOB,QVIHW,BUNUJJ LERQHGVH,f,d,2019-04-24,2019-04,4
11406,R,IN,2,231,0.03,448.14,BNKD,APTNJ,YTUCZS NDJEJOIC,m,s,2019-04-04,2019-04,4
11407,S,VJ,5,188,0.04,902.4,AKHO,FWYNL,AFTUFR SBKGFWSG,a,c,2019-10-22,2019-10,10
11408,F,HO,8,269,0.01,2130.48,KQUM,SWVDU,VYGGNL NRRRFQDI,a,c,2019-02-13,2019-02,2
11409,A,DT,2,227,0.0,454.0,NTLN,OFHYN,LJCUJM NHMZSODQ,m,d,2019-02-24,2019-02,2
11410,F,QF,3,166,0.01,493.02,MVAS,VEMWO,XXLSOH WCZFWHXD,f,d,2019-02-12,2019-02,2
11411,A,LJ,4,286,0.0,1144.0,IWWF,EZZXY,QMJUNT UJBMLJLO,m,s,2019-04-28,2019-04,4
11412,D,EO,6,285,0.02,1675.8,KDXX,YZCCS,WRPTZM COHDTPXV,m,d,2019-06-22,2019-06,6
11413,R,GE,8,224,0.01,1774.08,DDFG,GFTEE,MSOCZH NVXZPLPG,m,s,2019-01-03,2019-01,1
11414,V,RA,5,167,0.03,809.95,HHDR,WFAEO,CWHUGY OQHSBFLA,f,s,2019-10-20,2019-10,10
11415,J,WW,1,236,0.01,233.64,HDRU,EGETM,PMYDKG YGKMZXIT,a,-,2019-03-30,2019-03,3
11416,K,UQ,2,188,0.04,360.96,YVYZ,GTKLE,WCRAFN XXUSDQNP,-,d,2019-05-10,2019-05,5
11417,A,QP,4,253,0.0,1012.0,VPVT,XYADS,FKLEVS DALGVCMB,-,c,2019-10-21,2019-10,10
11418,S,ED,3,289,0.04,832.32,MQTI,DXVVP,VSUECC AVKZYIUB,f,c,2019-05-12,2019-05,5
11419,R,IP,5,228,0.03,1105.8,OIXM,MUUEL,PIZLRC AFNFWWVW,f,s,2019-01-15,2019-01,1
11420,P,HQ,4,203,0.02,795.76,RBQU,KLXZL,JDNTMU IKWQSHCV,f,s,2019-02-17,2019-02,2
11421,U,VE,8,210,0.02,1646.4,JWND,VZVEN,OOOWQY NJSSHKUS,m,c,2019-04-18,2019-04,4
11422,U,YH,2,188,0.01,372.24,QJAU,PVAGU,JXCZYH OIAIRJJH,a,c,2019-03-16,2019-03,3
11423,E,EX,3,198,0.01,588.06,ESDR,GPZIJ,XTWQGJ KLCDUZKR,a,d,2019-06-02,2019-06,6
11424,C,CZ,6,152,0.02,893.76,EMAX,EKZGD,ABAPMO UWXXIPSC,f,d,2019-03-26,2019-03,3
11425,T,WY,9,153,0.02,1349.46,VGYH,RPLHW,WCLQJC IXPKMVUX,m,s,2019-03-24,2019-03,3
11426,E,SS,9,259,0.0,2331.0,QVIV,CEKOT,QHMEIK RTILRCVK,m,c,2019-02-07,2019-02,2
11427,Q,SV,4,235,0.04,902.4,UUMJ,QUMKJ,OUOIXS KWXUCGVU,f,s,2019-11-12,2019-11,11
11428,F,JE,6,226,0.01,1342.44,RPHP,ZUDNP,GQZSEQ ENXMECDV,a,d,2019-10-08,2019-10,10
11429,I,TR,7,288,0.0,2016.0,WZVF,DLYOY,GJCXMB TQPROXGG,-,s,2019-08-01,2019-08,8
11430,O,LI,6,200,0.01,1188.0,FPBG,EOPBK,COPOJT QHCSQDKA,m,d,2019-03-28,2019-03,3
11431,K,DS,4,271,0.0,1084.0,DCLX,KTXDF,WSENWB RUXCTVWF,m,c,2019-09-12,2019-09,9
11432,J,DW,5,277,0.0,1385.0,BYIP,WKJIG,WOKJMK AWFVKMDT,m,d,2019-01-14,2019-01,1
11433,Y,MO,9,193,0.02,1702.26,EUNR,RULCE,SQFFKV FYZOWDQM,-,-,2019-06-06,2019-06,6
11434,N,FQ,7,274,0.01,1898.82,GFQV,XMOLK,JTMDDJ MMJQNDOS,f,d,2019-05-22,2019-05,5
11435,C,QB,2,166,0.04,318.72,VOKL,BLAQF,CCAJWJ ICPVTZTK,m,d,2019-01-08,2019-01,1
11436,G,IV,6,167,0.0,1002.0,DYUY,LGNCE,JUPYQS EPKVFLNI,f,d,2019-05-05,2019-05,5
11437,Y,QY,3,235,0.03,683.85,AYYU,GGFNA,BSTGVF GIEMXBCJ,f,-,2019-01-11,2019-01,1
11438,L,XX,1,230,0.03,223.1,UUUG,OXARP,FHJXTH HPQMZYDE,-,c,2019-01-27,2019-01,1
11439,O,WR,3,225,0.0,675.0,SYTO,QFBNX,HIWZYL VEXAWGXH,a,s,2019-01-07,2019-01,1
11440,U,TQ,4,284,0.0,1136.0,EPTG,ZMSRW,QFPDOM RORPIAKD,m,c,2019-07-25,2019-07,7
11441,A,NY,1,294,0.04,282.24,QLMH,UFDYX,EICDZL WDTCGRET,f,d,2019-06-10,2019-06,6
11442,U,BP,7,254,0.0,1778.0,CKPM,AHGMV,FGRNGB NIJFDXYU,m,d,2019-05-06,2019-05,5
11443,W,YQ,2,172,0.01,340.56,IWAR,HUIGO,DNLKTD VWWEXUWE,a,-,2019-09-17,2019-09,9
11444,V,TU,1,261,0.0,261.0,YNWM,XGLNH,DLTUUB FLNJENRH,f,d,2019-10-28,2019-10,10
11445,V,SP,2,196,0.04,376.32,LCHH,BWXPS,YMUWIE VFAHOKKJ,-,c,2019-05-25,2019-05,5
11446,O,SW,8,159,0.04,1221.12,HOQS,UGNIR,IWTTEW SDBORFKG,f,d,2019-07-14,2019-07,7
11447,Q,YR,1,242,0.01,239.58,AXQB,HLVDF,JLRIUB TFQQJLNT,-,c,2019-01-03,2019-01,1
11448,I,RB,1,190,0.01,188.1,IMXP,NEDTD,YBQTAD HYNPSBUA,m,s,2019-11-20,2019-11,11
11449,C,ZM,2,233,0.02,456.68,IOYX,JDTQT,PEAUGZ PIPYPJWX,a,-,2019-04-27,2019-04,4
11450,L,ZG,3,299,0.0,897.0,ADLS,LECRR,JWHIHH QAVHIINL,m,-,2019-07-02,2019-07,7
11451,Z,MW,8,241,0.01,1908.72,YKTZ,PIJCZ,LUJQIL MVNMFNDE,-,s,2019-10-09,2019-10,10
11452,H,SO,6,227,0.04,1307.52,BOER,VRHIF,MFLVZV PZSKESEV,f,s,2019-04-29,2019-04,4
11453,F,LG,9,228,0.0,2052.0,LHTO,YPEXY,OCIWJW TDIAGGBU,f,c,2019-05-23,2019-05,5
11454,H,UT,9,269,0.04,2324.16,IOJP,JYTNM,RGKMZC PPLZVPGF,f,s,2019-01-28,2019-01,1
11455,H,KS,9,265,0.04,2289.6,MZHP,OIWPB,KALEJD LMJEQHFA,-,s,2019-06-01,2019-06,6
11456,I,IT,4,236,0.0,944.0,DLLW,JVZZJ,GDFOFW DUGQFVPU,f,-,2019-03-10,2019-03,3
11457,R,IU,7,215,0.01,1489.95,OUXF,YZPGV,UIZFDF FYCZQJUQ,a,d,2019-01-11,2019-01,1
11458,R,GI,9,177,0.03,1545.21,PZLN,GSZXM,GAIOVV QTDSLNAF,-,s,2019-08-15,2019-08,8
11459,X,ZN,1,161,0.03,156.17,SOCH,AYRWW,TGEDJO BJZNTZAW,m,-,2019-01-14,2019-01,1
11460,C,TZ,4,256,0.0,1024.0,HZCF,FSLIQ,BYCHMH HSGLIZWT,m,d,2019-06-25,2019-06,6
11461,Z,WR,5,239,0.03,1159.15,LSSH,QPSLU,WYIHEQ OSDFCCZL,a,-,2019-04-10,2019-04,4
11462,A,ID,6,152,0.03,884.64,IBIZ,ESFIP,GKLEUZ SDITCTUS,-,-,2019-03-21,2019-03,3
11463,D,XJ,5,266,0.04,1276.8,XIUD,AHCHT,PRRWYQ NEXAJHJY,m,c,2019-10-17,2019-10,10
11464,G,PQ,1,185,0.0,185.0,KGXG,CATPA,EQRFYF ODYIXXIZ,f,c,2019-08-09,2019-08,8
11465,L,DV,4,267,0.01,1057.32,HVLU,NMQOC,TTGPOZ YBSAMWTK,f,-,2019-05-03,2019-05,5
11466,E,HD,5,176,0.03,853.6,HFVY,NYSWY,OBIZCZ KPFSNIXP,-,c,2019-12-20,2019-12,12
11467,E,AX,5,183,0.04,878.4,NHXV,XPBSY,NRWDIA CDDVVQSG,f,s,2019-06-02,2019-06,6
11468,O,XO,4,242,0.04,929.28,YDEU,XHPQH,CDQMSW RLYLTBPA,-,c,2019-01-24,2019-01,1
11469,R,XK,2,281,0.04,539.52,CLZK,PSJZN,LPRBYC DOWYUZKS,-,d,2019-07-16,2019-07,7
